#,Title,Company,URL,Location,State,Salary
333,Product Support Specialist,Roche,https://roche.wd3.myworkdayjobs.com/roche-ext/job/Burgess-Hill/Product-Support-Specialist_202511-130489-1,Burgess Hill,N/A,N/A
334,Associate Director Statistical Programming,Novartis,https://novartis.wd3.myworkdayjobs.com/Novartis_Careers/job/East-Hanover/Associate-Director-Statistical-Programming_REQ-10069345-1,2 Locations,N/A,N/A
335,Senior Principal Statistical Programmer,Novartis,https://novartis.wd3.myworkdayjobs.com/Novartis_Careers/job/East-Hanover/Senior-Principal-Statistical-Programmer_REQ-10069343-1,East Hanover,N/A,N/A
336,Associate Director Pharmacometrics (PhD/PharmD),Novartis,https://novartis.wd3.myworkdayjobs.com/Novartis_Careers/job/Cambridge-USA/Associate-Director-Pharmacometrics--PhD-PharmD-_REQ-10054511-1,2 Locations,N/A,N/A
337,Senior Principal Pharmacometrician,Novartis,https://novartis.wd3.myworkdayjobs.com/Novartis_Careers/job/Cambridge-USA/Senior-Principal-Pharmacometrician_REQ-10061997-1,2 Locations,N/A,N/A
338,Principal IS Business Analyst – Clinical Study Design and Analysis,Amgen,https://amgen.wd1.myworkdayjobs.com/Careers/job/United-States---Remote/Principal-IS-Business-Analyst---Clinical-Study-Design-and-Analysis_R-227671,United States - Remote,N/A,N/A
339,Sr Associate IS Engineer - Platform,Amgen,https://amgen.wd1.myworkdayjobs.com/Careers/job/India---Hyderabad/Sr-Associate-IS-Engineer---Platform_R-230346,India - Hyderabad,N/A,N/A
340,Sr Machine Learning Engineer,Amgen,https://amgen.wd1.myworkdayjobs.com/Careers/job/India---Hyderabad/Sr-Machine-Learning-Engineer_R-216773,India - Hyderabad,N/A,N/A
341,Principal Data Scientist - AI Context Architect (Semantic & Context Engineering),Amgen,https://amgen.wd1.myworkdayjobs.com/Careers/job/US---California---Thousand-Oaks/Principal-Data-Scientist---AI-Context-Architect--Semantic---Context-Engineering-_R-233797-1,US - California - Thousand Oaks,CA,N/A
342,Senior Principal Scientist | Antibody-siRNA Bioanalytical & Biodistribution Strategy Lead,Amgen,https://amgen.wd1.myworkdayjobs.com/Careers/job/US---California---Thousand-Oaks/Senior-Principal-Scientist---Antibody-siRNA-Bioanalytical---Biodistribution-Strategy-Lead_R-234045,2 Locations,N/A,N/A
343,"Clinical Development Medical, Associate Director",Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---New-York---Pearl-River/Clinical-Development-Medical--Associate-Director_4949474-2,2 Locations,N/A,N/A
344,"Manager, AI and Data Science Full Stack Engineer",Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/India---Mumbai/Manager--AI-and-Data-Science-Full-Stack-Engineer_4947694,3 Locations,N/A,N/A
345,Manager Data Engineer,Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/India---Mumbai/Manager-Data-Engineer_4949175,India - Mumbai,N/A,N/A
346,Senior Associate Data Engineer,Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/India---Mumbai/Senior-Associate-Data-Engineer_4949179,India - Mumbai,N/A,N/A
347,Senior Computational Biologist,Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---Massachusetts---Cambridge/Senior-Computational-Biologist_4949266-2,United States - Massachusetts - Cambridge,MA,N/A
348,Senior Scientist--In Situ Biology,Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---Washington--Bothell/Senior-Scientist--In-Situ-Biology_4948509-1,United States - Washington – Bothell,WA,N/A
349,Principal Product Owner Research Experimental Data Workflow,Gsk,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---Pennsylvania---Upper-Providence/Principal-Product-Owner-Research-Experimental-Data-Workflow_433296,2 Locations,N/A,N/A
350,Computational Biologist / Principal Scientist (m/f/d) - Immunopeptidomics & Antigen Discovery,Gsk,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Heidelberg---Office/Computational-Biologist---Principal-Scientist--m-f-d----Immunopeptidomics---Antigen-Discovery_433417-1,Heidelberg - Office,N/A,N/A
351,"Medical Science Liaison, Neurodegeneration (Ohio/Western PA)",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Cleveland---OH---US/Medical-Science-Liaison--Neurodegeneration--Ohio-Western-PA-_R1594806,3 Locations,N/A,N/A
352,"Sr Manager, Program Manager, R&D BI&T",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Princeton---NJ---US/Sr-Manager--Program-Manager--R-D-BI-T_R1597791,2 Locations,N/A,N/A
353,"Senior Software Engineer, Clinical Pharmacology and Pharmacometrics",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Cambridge-Crossing---MA---US/Senior-Software-Engineer--Clinical-Pharmacology-and-Pharmacometrics_R1597167,2 Locations,N/A,N/A
354,"Senior Manager, Principal Software Engineer, Clinical Pharmacology and Pharmacometrics",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Cambridge-Crossing---MA---US/Senior-Manager--Principal-Software-Engineer--Clinical-Pharmacology-and-Pharmacometrics_R1597734,2 Locations,N/A,N/A
355,"Associate Director, Oncology Clinical Biomarker Asset Lead, Translational Development",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Princeton---NJ---US/Associate-Director--Oncology-Clinical-Biomarker-Asset-Lead--Translational-Development_R1597891,2 Locations,N/A,N/A
356,"Scientist, Investigation Team",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Summit-West---NJ---US/Scientist--Investigation-Team_R1597922,Summit West - NJ - US,NJ,N/A
357,Project Design Manager,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Suzhou-China/Project-Design-Manager_R-01331628,"Suzhou, China",N/A,N/A
358,QC Scientist II,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Loughborough-United-Kingdom/QC-Scientist-II_R-01337958,"Loughborough, United Kingdom",N/A,N/A
359,GMP Laboratory Analyst ( QC Technician)  - client dedicated,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Wavre-Belgium/Laboratory-Analyst--GMP----client-dedicated_R-01334207,"Wavre, Belgium",N/A,N/A
360,"Local Clinical Trial Manager - FSP, Germany - 6 month FTC (m/f/d)",Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Remote-Germany/Local-Clinical-Trial-Manager---FSP--Germany---6-month-FTC--m-f-d-_R-01339531,"Remote, Germany",N/A,N/A
361,"Senior Scientist, Analytical Instrument Qualification & Validation (QC)",Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Lengnau-Switzerland/Senior-Scientist--Analytical-Instrument-Qualification---Validation--QC-_R-01338654-1,"Lengnau, Switzerland",N/A,N/A
362,Scientist III - Downstream Purification Development,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Bedford-Massachusetts-USA/Scientist-III---Downstream-Purification-Development_R-01336907,"Bedford, Massachusetts, USA",MA,N/A
363,Sr. Field Application Specialist/Automation,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Philadelphia-Pennsylvania-USA/Automation-Specialist_R-01324832-1,4 Locations,N/A,N/A
364,"Senior Manager, GSF GenAI & Agentic AI Tech Lead",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/IND---Telangana---Hyderabad-HITEC-City/Senior-Specialist--GSF-GenAI---Agentic-AI-Tech-Lead_R373696-1,IND - Telangana - Hyderabad (HITEC City),N/A,N/A
365,Data Scientist,Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/CZE---Central-Bohemian---Prague-Five/Data-Scientist_R379335-1,2 Locations,N/A,N/A
366,Senior Data Scientist – Computer Vision & Biomedical Imaging,Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Massachusetts---Cambridge-320-Bent-Street/Senior-Data-Scientist---Computer-Vision---Biomedical-Imaging_R361956-1,USA - Massachusetts - Cambridge (320 Bent Street),MA,N/A
367,"Clinical Director (Principal Scientist), Clinical Research - Lymphoma",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Clinical-Director--Principal-Scientist---Clinical-Research---Lymphoma_R380288,2 Locations,N/A,N/A
368,"Associate Director, Equipment Development and Facility Engineering Technology Engineer",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Associate-Director--Equipment-Development-and-Facility-Engineering-Technology-Engineer_R379223,USA - New Jersey - Rahway,NJ,N/A
369,"Assoc. Scientist, Chemistry",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Assoc-Scientist--Chemistry_R379846-1,USA - New Jersey - Rahway,NJ,N/A
370,"Senior Scientist, Chemistry",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Senior-Scientist--Chemistry_R380175-1,USA - New Jersey - Rahway,NJ,N/A
371,"Associate Principal Scientist, Chemistry",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Associate-Principal-Scientist--Chemistry_R380190,2 Locations,N/A,N/A
372,Data Engineer (BU),Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/India-Hyderabad/Data-Engineer--BU-_R-91016,"India, Hyderabad",N/A,N/A
373,"Advisor/Sr. Advisor, Downstream Purification Development",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Advisor-Senior-Advisor-Downstream-Purification-Development_R-96560,"US, Indianapolis IN",IN,N/A
374,Scientist - API Manufacturing Process Support,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Scientist---API-Manufacturing-Process-Support_R-98819,"US, Indianapolis IN",IN,N/A
375,Digital Risk and Compliance - Data Scientist,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Barcelona/Digital-Risk-and-Compliance---Data-Scientist_R2824938,Barcelona,N/A,N/A
376,Lead Data Platform Engineer,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Barcelona/Lead-Data-Engineer_R2818266,Barcelona,N/A,N/A
377,Section Lead Particle Design,Roche,https://roche.wd3.myworkdayjobs.com/roche-ext/job/Basel/Section-Lead-Particle-Design_202511-130417-1,Basel,N/A,N/A
378,"Internship in BGE Development - Production Data Processing (Rotkreuz, 6-12 months)",Roche,https://roche.wd3.myworkdayjobs.com/roche-ext/job/Rotkreuz/Internship-in-BGE-Development---Production-Data-Processing--Rotkreuz--6-12-months-_202512-132313-1,Rotkreuz,N/A,N/A
379,"Internship in BGE Development - Material Processes (Rotkreuz, 6-12 months)",Roche,https://roche.wd3.myworkdayjobs.com/roche-ext/job/Rotkreuz/Internship-in-BGE-Development---Material-Processes--Rotkreuz--6-12-months-_202512-132311,Rotkreuz,N/A,N/A
380,(Lead) Clinical Development Scientist,Roche,https://roche.wd3.myworkdayjobs.com/roche-ext/job/Welwyn/XMLNAME--Lead--Clinical-Development-Scientist_202512-131855-2,2 Locations,N/A,N/A
381,Senior/ Principal Scientist - Peptide pharmaceutical development,Roche,https://roche.wd3.myworkdayjobs.com/roche-ext/job/Basel/Senior--Principal-Scientist---Peptide-parenteral-formulation-development_202506-114896,Basel,N/A,N/A
382,"Associate Director, Manufacturing Science & Technology – Visual Inspection, Device Assembly and Packaging",Novartis,https://novartis.wd3.myworkdayjobs.com/Novartis_Careers/job/Durham/Associate-Director--Manufacturing-Science---Technology---Visual-Inspection--Device-Assembly-and-Packaging_REQ-10066084-2,Durham,N/A,N/A
383,"Associate Director, Manufacturing Science & Technology – Drug Product",Novartis,https://novartis.wd3.myworkdayjobs.com/Novartis_Careers/job/Durham/Associate-Director--Manufacturing-Science---Technology---Drug-Product_REQ-10066082,Durham,N/A,N/A
384,Product Manager – Investigation management - data42,Novartis,https://novartis.wd3.myworkdayjobs.com/Novartis_Careers/job/Hyderabad-Office/Product-Manager---Investigation-management---data42_REQ-10067437-1,Hyderabad (Office),N/A,N/A
385,Senior Data Engineer,Amgen,https://amgen.wd1.myworkdayjobs.com/Careers/job/Portugal---Lisbon/Sr-Data-Engineer_R-218529,Portugal - Lisbon,N/A,N/A
386,Process Development Senior Associate I,Amgen,https://amgen.wd1.myworkdayjobs.com/Careers/job/US---North-Carolina---Holly-Springs/Process-Development-Senior-Associate-I_R-233649,US - North Carolina - Holly Springs,NC,N/A
387,AI Engineer III,Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/Greece-Thessaloniki-Chortiatis/AI-Engineer-III_4949289,Greece-Thessaloniki Chortiatis,N/A,N/A
388,AI Engineer III (ΑΙ Innovation),Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/Greece-Thessaloniki-Chortiatis/AI-Engineer-III---Innovation-_4949288-1,Greece-Thessaloniki Chortiatis,N/A,N/A
389,"[Pfizer] Senior Manager, AI Infrastructure and Operations",Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/Japan---Tokyo/XMLNAME--Pfizer--Senior-Manager--AI-Infrastructure-and-Operations_4946071-1,Japan - Tokyo,N/A,N/A
390,Principal Scientist - Process Analytical Technology,Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---Michigan---Kalamazoo/Principal-Scientist---Process-Analytical-Technology_4946514-2,United States - Michigan - Kalamazoo,MI,N/A
391,Scientist,Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/Ireland---Dublin---Grange-Castle/Scientist_4946403-2,Ireland - Dublin - Grange Castle,N/A,N/A
392,Senior Lead Data Engineer,Gsk,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bengaluru-Luxor-North-Tower/Senior-Lead-Data-Engineer_429842,Bengaluru Luxor North Tower,N/A,N/A
393,SERM Scientific Director,Gsk,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/UK--London--New-Oxford-Street/SERM-Scientific-Director_430869-2,UK – London – New Oxford Street,N/A,N/A
394,Senior Manager - International Predictive Customer Engagement,Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Princeton---NJ---US/Senior-Manager---International-Predictive-Customer-Engagement_R1596187,Princeton - NJ - US,NJ,N/A
395,"Principal Scientist, In Vivo Pharmacology, Oncology Discovery Biology",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Cambridge-Crossing---MA---US/Principal-Scientist--In-Vivo-Pharmacology--Oncology-Discovery-Biology_R1595224,Cambridge Crossing - MA - US,MA,N/A
396,Scientist I - Method Validation,Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Indianapolis---RayzeBio---IN/Scientist-I---Method-Validation_R1598075,Indianapolis - RayzeBio - IN,IN,N/A
397,USP Lead Bioprocess Scientist,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Brisbane-Australia/USP-Lead-Bioprocess-Scientist_R-01334674,"Brisbane, Australia",N/A,N/A
398,Clinical Scientist,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Shanghai-China/Clinical-Scientist_R-01339286,"Shanghai, China",N/A,N/A
399,AI Intern,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Eindhoven-Netherlands/AI-Intern_R-01331100,"Eindhoven, Netherlands",N/A,N/A
400,Research Scientist (PI) - Bioanalytical,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Remote-United-Kingdom/Research-Scientist--PI----Bioanalytical_R-01339298,"Remote, United Kingdom",N/A,N/A
401,Analytical Scientist / Sr Scientist (GC-MS) - Client Dedicated - 12 month Fixed Term Contract,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Stevenage-United-Kingdom/Sr-Analytical-Scientist--GC-MS----Client-Dedicated---12-month-Fixed-Term-Contract_R-01327418,"Stevenage, United Kingdom",N/A,N/A
402,Group Leader - Cell and Gene Therapy (GMP),Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Middleton-Wisconsin-USA/Group-Leader---Cell-and-Gene-Therapy--GMP-_R-01332419,"Middleton, Wisconsin, USA",WI,N/A
403,"Scientist III, Data Sciences",Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Milan-Italy/Scientist-III--Data-Sciences_R-01334657,"Milan, Italy",N/A,N/A
404,"Downstream Process Development Engineer, Bioproduction (Plainville, MA)",Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Plainville-Massachusetts-USA/Downstream-Process-Development-Engineer--Bioproduction--Plainville--MA-_R-01335675,9 Locations,N/A,N/A
405,Associate Account Manager,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Remote-California-USA/Associate-Account-Manager_R-01338150,7 Locations,N/A,N/A
406,"Manager, Clinical Research",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/CHN---Beijing---Beijing-Wangjing-Park/Manager--Clinical-Research_R380548,CHN - Beijing - Beijing (Wangjing Park),N/A,N/A
407,"Principal Scientist, Engineering",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Principal-Scientist--Engineering_R374282-1,USA - Pennsylvania - West Point,PA,N/A
408,Postdoctoral Research Fellow Statistics,Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/GBR---London---London-Moorgate-WeWork/Postdoctoral-Research-Fellow-Statistics_R377166,GBR - London - London (Moorgate WeWork),N/A,N/A
409,"Assoc Prin. Scientist, Engineering",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Assoc-Prin-Scientist--Engineering_R374284,USA - New Jersey - Rahway,NJ,N/A
410,"Senior Scientist, Statistical Programmer- Hybrid",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---North-Wales-Upper-Gwynedd/Senior-Scientist--Statistical-Programmer--Hybrid_R367015-1,2 Locations,N/A,N/A
411,"Sr. Scientist, Statistical Programming, Real World Evidence (Hybrid)",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Sr-Scientist--Statistical-Programming--Real-World-Evidence--Hybrid-_R377239-1,2 Locations,N/A,N/A
412,Senior Principal Scientist – Device Technical and Engineering Lead (Senior Director Equivalent),Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Senior-Principal-Scientist---Device-Technical-and-Engineering-Lead--Senior-Director-Equivalent-_R373794,2 Locations,N/A,N/A
413,Principal Scientist – Device Technical and Engineering Lead (Director Equivalent),Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Principal-Scientist---Device-Technical-and-Engineering-Lead--Director-Equivalent-_R373797,2 Locations,N/A,N/A
414,Associate Principal Scientist – Device Technical and Engineering Lead (Associate Director Equivalent),Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Associate-Principal-Scientist---Device-Technical-and-Engineering-Lead--Associate-Director-Equivalent-_R373798,2 Locations,N/A,N/A
415,"Sr. Scientist, Statistical Programming - Early Oncology (Hybrid)",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Sr-Scientist--Statistical-Programming---Early-Oncology--Hybrid-_R378645-1,2 Locations,N/A,N/A
416,"Senior Specialist, Manufacturing Engineer (Onsite)",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Senior-Specialist--Manufacturing-Engineer--Onsite-_R378646-1,USA - New Jersey - Rahway,NJ,N/A
417,"Associate Director, Engineering (Onsite)",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Associate-Director--Engineering--Onsite-_R378643-2,USA - New Jersey - Rahway,NJ,N/A
418,Associate Director - Data Science,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/India-Bengaluru/Associate-Director---Data-Science_R-94383-1,"India, Bengaluru",N/A,N/A
419,Director - PK/PD & Pharmacometrics,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Director---PK-PD---Pharmacometrics_R-98538,"US, Indianapolis IN",IN,N/A
420,"AD, RA Intelligence",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/China-Bei-Jing-/AD--RA-Intelligence_R-98953-4,"China, Bei Jing-北京",N/A,N/A
421,Advisor Data Science,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/India-Bengaluru/Advisor-Data-Science_R-94384-1,"India, Bengaluru",N/A,N/A
422,Sr./Principle Scientist - TSMS Small Molecule External Manufacturing,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Sr-Principle---Scientist-TSMS-SM_R-93468-1,"US, Indianapolis IN",IN,N/A
423,Accelerator Lead Data & AI Engineering (Paris),Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Paris/Accelerator-Lead-Data---AI-Engineering--Paris-_R2831481-1,Paris,N/A,N/A
424,Senior Product Manager - Global Data Platform,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Toronto-ON/Senior-Product-Manager---Global-Data-Platform_R2824623-1,"Toronto, ON",N/A,N/A
425,Principal Data Scientist,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Principal-Data-Scientist_R2828432-1,"Cambridge, MA",MA,N/A
426,Summer-Fall 2026 Co-Op - mRNA Center of Excellence - Scientific Data Support Analyst - Vaccines,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Waltham-MA/Summer-Fall-2026-Co-Op---mRNA-Center-of-Excellence---Scientific-Data-Support-Analyst---Vaccines_R2814260,"Waltham, MA",MA,N/A
427,Distinguished Scientist,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Distinguished-Scientist_R2836888,"Cambridge, MA",MA,N/A
428,Global Head of Data and Digital Transformation Vx RnD,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Waltham-MA/Global-Head-of-Data-and-Digital-Transformation-Vx-RnD_R2830171-1,"Waltham, MA",MA,N/A
429,Senior Scientist – Expert in RNA Biology and Rare Neurodevelopmental Diseases,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Senior-Scientist--Molecular--Cellular-and-In-vivo-Expert-in-Rare-Neurodevelopmental-Disorders_R2825604,"Cambridge, MA",MA,N/A
430,"Distinguished Scientist, Head of Investigative Toxicology US",Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Distinguished-Scientist--Head-of-Investigative-Toxicology-US_R2835359,"Cambridge, MA",MA,N/A
431,"Scientist, Retinal Degeneration",Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Scientist--Retinal-Degeneration_R2837665-1,"Cambridge, MA",MA,N/A
432,"Principal Scientist, Retinal Degeneration",Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Principal-Scientist--Retinal-Degeneration_R2837663,"Cambridge, MA",MA,N/A
433,Global Head of Data & Digital Transformation Vx R&D,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Marcy-lEtoile/Global-Head-of-Data---Digital-Transformation-Vx-R-D_R2826231-1,Marcy-l'Etoile,N/A,N/A
434,Senior Data Scientist,Roche,https://roche.wd3.myworkdayjobs.com/roche-ext/job/Hyderabad/Data-Science---Senior-Data-Scientist_202510-126825,2 Locations,N/A,N/A
435,Lead Medical Director (Ophthalmology),Roche,https://roche.wd3.myworkdayjobs.com/roche-ext/job/Shanghai/Lead-Medical-Director--Ophthalmology-_202601-100073,2 Locations,N/A,N/A
436,"Senior Associate Scientist, Formulation Development (Peptide and Antibody)",Regeneron,https://regeneron.wd1.myworkdayjobs.com/Careers/job/TARRYTOWN/Senior-Associate-Scientist--Formulation-Development--Peptide-and-Antibody-_R42059,TARRYTOWN,N/A,N/A
437,R&D Peptide Chemistry -Graduate Intern,Amgen,https://amgen.wd1.myworkdayjobs.com/Careers/job/US---California---Thousand-Oaks/R-D-Peptide-Chemistry--Graduate-Intern_R-233261,US - California - Thousand Oaks,CA,N/A
438,"Associate Scientist, Process Development (Process Validation & Business Strategy)",Amgen,https://amgen.wd1.myworkdayjobs.com/Careers/job/US---North-Carolina---Holly-Springs/Associate-Scientist--Process-Development--Process-Validation---Business-Strategy-_R-233653,US - North Carolina - Holly Springs,NC,N/A
439,"Senior Associate, Senior Central Testing Analyst",Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/India---Chennai/Senior-Associate--Senior-Central-Testing-Analyst_4943977-1,India - Chennai,N/A,N/A
440,"Senior Scientist, Early Formulation Science and Drug Delivery, Drug Product Design",Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---California---La-Jolla/Senior-Scientist--Early-Formulation-Science-and-Drug-Delivery--Drug-Product-Design_4940923-2,United States - California - La Jolla,LA,N/A
441,"Senior Principal Scientist, Pre-Formulation and Materials Science",Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---California---La-Jolla/Senior-Principal-Scientist--Pre-Formulation-and-Materials-Science_4940684-1,United States - California - La Jolla,LA,N/A
442,Staff Engineering & Team Lead,Gsk,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/London-The-Stanley-Building/Staff-Engineering---Team-Lead_431222-1,London The Stanley Building,N/A,N/A
443,"Stage : Data Analyst - Optimisation des opérations de production, Belgique - 2026",Gsk,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Belgium-Wavre/Stage---Data-Analyst---Optimisation-des-oprations-de-production--Belgique---2026_433350,Belgium-Wavre,N/A,N/A
444,"Director, Quantitative Clinical Pharmacologist",Gsk,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Upper-Providence/Director--Quantitative-Clinical-Pharmacologist_431597,4 Locations,N/A,N/A
445,Shift Coordinator (Warehouse),Gsk,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/UK---Hertfordshire---Ware/Shift-Coordinator--Warehouse-_432657-1,UK - Hertfordshire - Ware,N/A,N/A
446,"Executive Director, US Field HEOR",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Field---United-States---US/Executive-Director--US-Field-HEOR_R1598168,Field - United States - US,N/A,N/A
447,Senior Data Scientist - AI Data Science,Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Hyderabad---TS---IN/Senior-Data-Scientist---AI-Data-Science_R1595524,Hyderabad - TS - IN,IN,N/A
448,"Field Application Engineer, Battery Scientist (MS, PhD신입가능)",Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Gangnam-gu-Korea-Republic-of/Field-Application-Engineer--Battery-Scientist--MS--PhD-_R-01338545,"Gangnam-gu, Korea, Republic of",N/A,N/A
449,Data Engineer II,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Bangalore-India/Data-Engineer-II_R-01336905,"Bangalore, India",N/A,N/A
